symbol,entry_date,entry_price,exit_date,exit_price,position_size,pnl,return_pct,holding_days,exit_reason
SYN004,2022-04-19,103.83054086479105,2022-04-21,100.45124788392059,9901,-36542.45835890531,-3.554623305170876,2,StopLoss
SYN007,2022-05-11,83.30531562327461,2022-05-16,85.80072147883565,4172,9368.183899059779,2.6954941493119517,5,TP_1.5R
SYN007,2022-05-11,83.30531562327461,2022-05-18,84.70400947668352,4172,4792.701426081087,1.3789971239459957,7,StopLoss
SYN000,2022-06-20,133.25978360874433,2022-06-24,131.9399413577848,1416,-2434.984188128653,-1.290428031036464,4,StopLoss
SYN002,2022-07-14,118.83273145088745,2022-07-19,115.61440203971307,3165,-11314.329371493091,-3.0082853115300887,5,StopLoss
SYN000,2022-07-22,138.56878727459352,2022-07-27,133.29247666282197,2903,-16523.925274347243,-4.107719411815157,5,StopLoss
SYN009,2022-08-01,124.46404166390603,2022-08-03,123.21436469431055,8862,-14383.638316231785,-1.3040465928063176,2,TP_1.5R
SYN009,2022-08-01,124.46404166390603,2022-08-04,124.74726375241256,8862,-799.0868633317018,-0.07244665630308951,3,StopLoss
SYN004,2022-12-12,153.3825390292827,2022-12-14,156.89458312343655,1833,5594.126242461983,1.9897287503392787,2,TP_1.5R
SYN004,2022-12-12,153.3825390292827,2022-12-20,162.27938455632605,1833,15464.467268948441,5.500429164459738,8,TP_2.5R
SYN008,2023-08-09,127.39091408113408,2023-08-16,130.26697422731996,3195,7967.970255596211,1.9576650516489287,7,StopLoss
SYN000,2023-08-31,114.03996817039038,2023-09-06,116.17290552472916,3083,5521.090197818515,1.5703419411270756,6,StopLoss
